nama,lat,lon,wilayah,sumber,alamat_asli
The Coffee Bean & Tea Leaf,-6.1663337,106.7852894,Kabupaten Bogor,cafe,"The Coffee Bean & Tea Leaf, Jalan Daan Mogot, RW 01, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11450, Indonesia"
Tanpa Nama,-6.2894337,106.7951855,Kabupaten Bogor,cafe,"Pempek Pak Raden, Jalan RS Fatmawati, RW 05, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12430, Indonesia"
Starbucks,-6.2021083,106.7810279,Kabupaten Bogor,cafe,"Starbucks, Jalan Anggrek Cakra, RW 09, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11540, Indonesia"
Tanpa Nama,-6.2384245,106.8518906,Kabupaten Bogor,cafe,"Big Ben Kopi, Jalan Tebet Barat IX, RW 05, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Tanpa Nama,-6.2405983,106.845272,Kabupaten Bogor,cafe,"Dulitas coffee, Jalan Profesor Dokter Supomo SH, RW 06, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Tanpa Nama,-6.2346666,106.8464575,Kabupaten Bogor,cafe,"Coffité, Jalan Tebet Barat Dalam, RW 03, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Tanpa Nama,-6.5955754,106.8057135,Kabupaten Bogor,cafe,"Maxx Coffee, Jalan Malabar 2, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Holland Bakery,-6.816482,107.1346554,Kabupaten Bogor,cafe,"Holland Bakery, Insinyur Haji Juanda, Cianjur, Jawa Barat, Jawa, 43211, Indonesia"
Point Cafe,-6.1772278,106.7896519,Kabupaten Bogor,cafe,"Point Cafe, Jalan Podomoro Avenue, RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11430, Indonesia"
Starbucks,-6.2733592,106.7231821,Kabupaten Bogor,cafe,"Starbucks, Wahid Hasyim, CBD Bintaro Jaya, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 15220, Indonesia"
Kulo,-6.1739038,106.7822863,Kabupaten Bogor,cafe,"Kulo, Jalan Tanjung Duren Barat I, RW 04, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11470, Indonesia"
Starbucks,-6.2244488,106.7989029,Kabupaten Bogor,cafe,"Starbucks, 8, Jalan Asia Afrika, RW 01, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10270, Indonesia"
Jing Jing,-6.2513981,106.8616082,Kabupaten Bogor,cafe,"Jing Jing, Jalan Pancoran Riverside Apartment, RW 01, Pengadegan, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 13630, Indonesia"
Good Hood,-6.2025844,106.8009123,Kabupaten Bogor,cafe,"Good Hood, Jalan Jenderal Gatot Subroto, RW 10, Petamburan, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10260, Indonesia"
Tanpa Nama,-6.1778014,106.6303363,Kabupaten Bogor,cafe,"J. CO, Jalan A Damyati, Sukasari, Tangerang, Banten, Jawa, 15111, Indonesia"
Tanpa Nama,-6.175877,106.8117672,Kabupaten Bogor,cafe,"Maxx Cafe, Jalan Cideng Barat, RW 01, Cideng, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10150, Indonesia"
Tanpa Nama,-6.1770499,106.8158482,Kabupaten Bogor,cafe,"Jakarta Coffe House, Jalan Kesehatan, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10160, Indonesia"
Starbucks,-6.1648817,106.8205706,Kabupaten Bogor,cafe,"Starbucks, Jalan Hayam Wuruk, RW 02, Kebon Kelapa, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10120, Indonesia"
Tanpa Nama,-6.1545509,106.8182631,Kabupaten Bogor,cafe,"Tamani, Jalan Hayam Wuruk, RW 05, Maphar, Taman Sari, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11160, Indonesia"
Tess,-6.2546318,106.8238076,Kabupaten Bogor,cafe,"Tess, 123, Jalan Bangka XI, RW 04, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12440, Indonesia"
Tanpa Nama,-6.178053,106.7982164,Kabupaten Bogor,cafe,"Tamani, Jalan Tomang Raya, RW 01, Tomang, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11440, Indonesia"
Starbucks,-6.2007002,106.8545634,Kabupaten Bogor,cafe,"Starbucks, Jalan Matraman, RW 01, Kebon Manggis, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13140, Indonesia"
Starbucks,-6.2003463,106.8434876,Kabupaten Bogor,cafe,"Starbucks, Jalan Pegangsaan Timur, RW 01, Pegangsaan, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10320, Indonesia"
Tanpa Nama,-6.1973209,106.8523539,Kabupaten Bogor,cafe,"Tamani, Jalan Salemba Raya, RW 05, Paseban, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10440, Indonesia"
Starbucks,-6.1880008,106.8366042,Kabupaten Bogor,cafe,"Starbucks, Jalan Cikini Raya, RW 05, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10330, Indonesia"
Tanpa Nama,-6.1874166,106.8265823,Kabupaten Bogor,cafe,"Upnormal, Jalan KH. Wahid Hasyim, RW 04, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10350, Indonesia"
Tanpa Nama,-6.5917991,106.8044584,Kabupaten Bogor,cafe,"Fat Bubble, Jalan Pajajaran, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Tanpa Nama,-6.1828953,106.8134743,Kabupaten Bogor,cafe,"Roti Bakar 88, Jalan Fakhrudin, RW 03, Kampung Bali, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10250, Indonesia"
Janji Jiwa,-6.2013601,106.8224126,Kabupaten Bogor,cafe,"Janji Jiwa, Jalan Tanjung Karang, RW 02, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10230, Indonesia"
Tanpa Nama,-6.2149808,106.8192883,Kabupaten Bogor,cafe,"People’s, 6, Jalan Profesor Doktor Satrio, RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12920, Indonesia"
Starbucks,-6.2143545,106.8198501,Kabupaten Bogor,cafe,"Starbucks, Jalan Jenderal Sudirman, RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 10220, Indonesia"
Starbucks,-6.2262092,106.8322419,Kabupaten Bogor,cafe,"Starbucks, Jalan Profesor Doktor Hamka, RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12920, Indonesia"
Starbucks,-6.2278596,106.8256635,Kabupaten Bogor,cafe,"Starbucks, 1, Jalan Doktor Ide Anak Agung Gde Agung, RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Sudut Sedjenak - Tebet,-6.2227388,106.846999,Kabupaten Bogor,cafe,"Sudut Sedjenak - Tebet, 188, Jalan Dokter Saharjo, RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12870, Indonesia"
Starbucks,-6.2102133,106.8505391,Kabupaten Bogor,cafe,"Starbucks, Jalan Manggarai Utara I, RW 04, Manggarai, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12850, Indonesia"
Starbucks,-6.2331815,106.8447702,Kabupaten Bogor,cafe,"Starbucks, Jalan Profesor Dokter Supomo SH, RW 03, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12870, Indonesia"
Tanpa Nama,-6.1632218,106.826812,Kabupaten Bogor,cafe,"Ropopo, Jalan Pecenongan, RW 02, Kebon Kelapa, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10120, Indonesia"
Starbucks,-6.1341771,106.8320959,Kabupaten Bogor,cafe,"Starbucks, Jalan Gunung Sahari Raya, RW 13, Pademangan Barat, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14420, Indonesia"
Starbucks,-6.2282039,106.8197066,Kabupaten Bogor,cafe,"Starbucks, Gang Aren, RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12930, Indonesia"
Starbucks,-6.2337177,106.8234813,Kabupaten Bogor,cafe,"Starbucks, Jalan Jenderal Gatot Subroto, RW 03, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Lime Café & Bar,-6.2272552,106.8195651,Kabupaten Bogor,cafe,"Lime Café & Bar, Jalan Matriks, RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12930, Indonesia"
Kopi Kenangan,-6.1937875,106.7978325,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Letnan Jenderal Siswondo Parman, RW 03, Slipi, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 10260, Indonesia"
Cali Social Area,-6.2106578,106.6192911,Kabupaten Bogor,cafe,"Cali Social Area, 0877-2169-0872, Jalan Imam Bonjol, Bojong Jaya, Karawaci, Tangerang, Banten, Jawa, 15139, Indonesia"
Starbucks,-6.197776,106.8372442,Kabupaten Bogor,cafe,"Starbucks, Jalan Teuku Cik Ditiro, RW 05, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10310, Indonesia"
Tanpa Nama,-6.1993622,106.8370622,Kabupaten Bogor,cafe,"Anomali, Jalan Teuku Cik Ditiro, RW 05, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10310, Indonesia"
Studio Coffee,-6.2228247,106.8469856,Kabupaten Bogor,cafe,"Studio Coffee, 216, Jalan Dokter Saharjo, RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12870, Indonesia"
Starbucks,-6.2765304,106.7973776,Kabupaten Bogor,cafe,"Starbucks, No. 15, Jalan RS Fatmawati, RW 06, Gandaria Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12420, Indonesia"
Tanpa Nama,-6.272973,106.7975124,Kabupaten Bogor,cafe,"Upnormal, Jalan RS Fatmawati, RW 05, Gandaria Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12420, Indonesia"
Tanpa Nama,-6.118605,106.787983,Kabupaten Bogor,cafe,"Socall Ribs & Cafe, Jalan Pluit Sakti VIII, RW 07, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14440, Indonesia"
Tanpa Nama,-6.104669,106.7352335,Kabupaten Bogor,cafe,"Mangrove, Jalan Mualim Teko, RW 02, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14470, Indonesia"
Duwe,-6.2229487,106.8220298,Kabupaten Bogor,cafe,"Duwe, Jalan Profesor Doktor Satrio, RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12930, Indonesia"
Starbucks,-6.2240888,106.8225877,Kabupaten Bogor,cafe,"Starbucks, Jalan Profesor Doktor Satrio, RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12930, Indonesia"
Starbucks,-6.2249559,106.8295132,Kabupaten Bogor,cafe,"Starbucks, Jalan Profesor Doktor Satrio, RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12920, Indonesia"
Starbucks,-6.2251203,106.8282387,Kabupaten Bogor,cafe,"Starbucks, Jalan Profesor Doktor Satrio, RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12920, Indonesia"
Starbucks,-6.2293902,106.853132,Kabupaten Bogor,cafe,"Starbucks, Jalan Tebet Raya, RW 02, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12830, Indonesia"
Tanpa Nama,-6.2248797,106.8293249,Kabupaten Bogor,cafe,"The People's Cafe, Kav. 18, Jalan Profesor Doktor Satrio, RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12920, Indonesia"
Tanpa Nama,-6.2285616,106.8559431,Kabupaten Bogor,cafe,"Colony, Jalan Tebet Timur Dalam II B, RW 04, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12830, Indonesia"
AUTOKOFFIE,-6.2405908,106.8543759,Kabupaten Bogor,cafe,"AUTOKOFFIE, 153, Jalan Tebet Timur Dalam Raya, RW 08, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia"
J.CO,-6.2727252,106.7418256,Kabupaten Bogor,cafe,"J.CO, 3A, Jalan Bintaro Sektor 3A, Sektor 3A, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 15225, Indonesia"
Starbucks,-6.2722793,106.7421173,Kabupaten Bogor,cafe,"Starbucks, Jalan Bintaro Sektor 3A, Sektor 3A, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 15221, Indonesia"
Fore,-6.173979,106.7880166,Kabupaten Bogor,cafe,"Fore, Jalan Tanjung Duren Raya, RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11470, Indonesia"
Tanpa Nama,-6.1756763,106.8222827,Kabupaten Bogor,cafe,"12, Jalan Medan Merdeka Barat, RW 04, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10110, Indonesia"
Starbucks,-6.2986959,106.6694461,Kabupaten Bogor,cafe,"Starbucks, Jalan BSD Grand Boulevard, BSD Sunburst CBD, BSD City, Serpong, Tangerang Selatan, Banten, Jawa, 15321, Indonesia"
Chatime,-6.1893698,106.7963808,Kabupaten Bogor,cafe,"Chatime, Jalan Brigadir Jenderal Katamso Darmokusumo, RW 01, Kemanggisan, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11420, Indonesia"
Marcoffee,-6.18889,106.7965976,Kabupaten Bogor,cafe,"Marcoffee, Jalan Letnan Jenderal Siswondo Parman, RW 01, Kemanggisan, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11420, Indonesia"
Starbucks,-6.1967199,106.8288484,Kabupaten Bogor,cafe,"Starbucks, Jalan Haji Oemar Said Cokroaminoto, RW 05, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10310, Indonesia"
Ya Kun Kaya Toast,-6.1965755,106.8284631,Kabupaten Bogor,cafe,"Ya Kun Kaya Toast, 78, Jalan Haji Oemar Said Cokroaminoto, RW 05, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10330, Indonesia"
Tomoro,-6.1964719,106.828882,Kabupaten Bogor,cafe,"Tomoro, Jalan Haji Oemar Said Cokroaminoto, RW 05, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10310, Indonesia"
Wake Cup,-6.1128085,106.7433605,Kabupaten Bogor,cafe,"Wake Cup, Jalan Marina Indah, RW 03, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14470, Indonesia"
Bright Cafe,-6.2423069,106.852385,Kabupaten Bogor,cafe,"Bright Cafe, Jalan Tebet Barat Dalam X, RW 05, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Tanpa Nama,-6.1496344,106.7319675,Kabupaten Bogor,cafe,"Warteg Bahari, Jalan Masjid Nurul Amal, RW 02, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11739, Indonesia"
Tanpa Nama,-6.3058402,106.7937512,Kabupaten Bogor,cafe,"Bakso Mantap, Jalan Pondok Labu Raya, RW 07, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12450, Indonesia"
Starbucks,-6.2037926,106.7167127,Kabupaten Bogor,cafe,"Starbucks, Jalan Raden Saleh Raya, Karang Mulya, Karang Tengah, Tangerang, Banten, Jawa, 15157, Indonesia"
Kedai Sholawat Bogor,-6.5804486,106.7968691,Kabupaten Bogor,cafe,"Kedai Sholawat Bogor, Jalan Pemuda, Sempur, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16192, Indonesia"
Pison,-6.233564,106.8118782,Kabupaten Bogor,cafe,"Pison, Jalan Kertanegara, Blok Q, Selong, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12180, Indonesia"
Tanpa Nama,-6.1543898,106.7310081,Kabupaten Bogor,cafe,"Kong Utjok, Jalan Masjid Nurul Huda, RW 01, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11749, Indonesia"
Tanpa Nama,-6.2160857,106.7697194,Kabupaten Bogor,cafe,"Bakso Mas Gondrong, Jalan Kelapa Dua Raya, RW 05, Kelapa Dua, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11550, Indonesia"
Kopi Wolu,-6.2023619,106.8007785,Kabupaten Bogor,cafe,"Kopi Wolu, 51-52, Jalan Jenderal Gatot Subroto, RW 10, Petamburan, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 12760, Indonesia"
Chatime,-6.2659903,106.7850557,Kabupaten Bogor,cafe,"Chatime, Jalan Marga Guna III, RW 01, Gandaria Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12140, Indonesia"
Quickly,-6.2662802,106.7846742,Kabupaten Bogor,cafe,"Quickly, Jalan Metro Pondok Indah, Pondok Indah, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12310, Indonesia"
The Coffee Bean & Tea Leaf,-6.2661234,106.7847121,Kabupaten Bogor,cafe,"The Coffee Bean & Tea Leaf, Jalan Metro Pondok Indah, Pondok Indah, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12310, Indonesia"
Starbucks,-6.2647977,106.7842117,Kabupaten Bogor,cafe,"Starbucks, Jalan Metro Pondok Indah, Pondok Indah, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12310, Indonesia"
J.CO,-6.1799075,106.643281,Kabupaten Bogor,cafe,"J.CO, Jalan Jenderal Sudirman, Buaran Indah, Tangerang, Banten, Jawa, 15119, Indonesia"
Starbucks,-6.1795077,106.6433278,Kabupaten Bogor,cafe,"Starbucks, Jalan Jenderal Sudirman, Buaran Indah, Tangerang, Banten, Jawa, 15119, Indonesia"
Chokat,-6.1732833,106.7834595,Kabupaten Bogor,cafe,"Chokat, Jalan Tanjung Duren Utara III A, RW 03, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11470, Indonesia"
Cafe Ruang Tengah,-6.3267163,106.7466797,Kabupaten Bogor,cafe,"Cafe Ruang Tengah, Jalan Laksamana RE Martadinata, Cipayung, Ciputat, Tangerang Selatan, Banten, Jawa, 15411, Indonesia"
Starbucks,-6.1667291,106.8338302,Kabupaten Bogor,cafe,"Starbucks, Jalan Pos, RW 08, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10120, Indonesia"
Gulu-Gulu,-6.2014822,106.7825514,Kabupaten Bogor,cafe,"Gulu-Gulu, Jalan Rawa Belong, RW 09, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11540, Indonesia"
Tanpa Nama,-6.2343558,106.824568,Kabupaten Bogor,cafe,"Maxx, Jalan Komplek TNI, RW 03, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Kopi Janji Jiwa,-6.2015344,106.7825553,Kabupaten Bogor,cafe,"Kopi Janji Jiwa, Jalan Rawa Belong, RW 09, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11540, Indonesia"
Tanpa Nama,-6.318444,106.8954759,Kabupaten Bogor,cafe,"koVi, Jalan PPA, RW 04, Ceger, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13820, Indonesia"
Tanpa Nama,-6.2255234,106.821062,Kabupaten Bogor,cafe,"Jalan Matrik, RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12930, Indonesia"
Caffe Bene,-6.227582,106.8262623,Kabupaten Bogor,cafe,"Caffe Bene, Jalan Doktor Ide Anak Agung Gde Agung, RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Caffe Bene,-6.2292811,106.827873,Kabupaten Bogor,cafe,"Caffe Bene, Jalan Mega Kuningan Timur II, Mega Kuningan, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Chaiholics,-6.2272507,106.8272123,Kabupaten Bogor,cafe,"Chaiholics, Jalan Mega Kuningan Timur, Mega Kuningan, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Starbucks,-6.224475,106.8254497,Kabupaten Bogor,cafe,"Starbucks, Jalan Doktor Ide Anak Agung Gde Agung, Mega Kuningan, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Tanpa Nama,-6.1023726,106.6687356,Kabupaten Bogor,cafe,"Ali Steam, Soekarno Hatta Perimeter Utara, Pajang, Benda, Rawa Burung, Kosambi, Kabupaten Tangerang, Banten, Jawa, 15214, Indonesia"
Tanpa Nama,-6.1068349,106.658312,Kabupaten Bogor,cafe,"Jalan Kali Apuran, Rawa Burung, Kosambi, Kabupaten Tangerang, Banten, Jawa, 19120, Indonesia"
Starbucks,-6.11358,106.6867898,Kabupaten Bogor,cafe,"Starbucks, Jalan Tol Profesor Doktor Sedyatmo, Benda, Tangerang, Banten, Jawa, 15125, Indonesia"
Tanpa Nama,-6.1043793,106.6640841,Kabupaten Bogor,cafe,"Jalan Cengklong, Rawa Burung, Kosambi, Kabupaten Tangerang, Banten, Jawa, 19120, Indonesia"
Morale,-6.2312121,106.8272022,Kabupaten Bogor,cafe,"Morale, Jalan Mega Kuningan Barat, Mega Kuningan, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Tanpa Nama,-6.2356148,106.8264512,Kabupaten Bogor,cafe,"Disdik Coffee, Jalan Jenderal Gatot Subroto, RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 17431, Indonesia"
Starbucks,-6.1683845,106.7868136,Kabupaten Bogor,cafe,"Starbucks, Jalan Letnan Jenderal S. Parman, RW 01, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11450, Indonesia"
Tanpa Nama,-6.2282795,106.8278127,Kabupaten Bogor,cafe,"EMJI Coffee Bar, Jalan Mega Kuningan Timur, RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Haus!,-6.200538,106.7876233,Kabupaten Bogor,cafe,"Haus!, Jalan Kyai Haji Taisir, RW 11, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11480, Indonesia"
Tanpa Nama,-6.1286419,106.6578846,Kabupaten Bogor,cafe,"Lumintu, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 19120, Indonesia"
Tanpa Nama,-6.1288287,106.6578863,Kabupaten Bogor,cafe,"Twister Jus, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 19120, Indonesia"
Tanpa Nama,-6.1290498,106.6578268,Kabupaten Bogor,cafe,"Kopi Alumni, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 19120, Indonesia"
Tanpa Nama,-6.1282862,106.6579479,Kabupaten Bogor,cafe,"Maximum Kopi, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 19120, Indonesia"
Tanpa Nama,-6.1286974,106.6578823,Kabupaten Bogor,cafe,"Warunk Soto Nikmat, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 19120, Indonesia"
Starbucks,-6.2337461,106.8217989,Kabupaten Bogor,cafe,"Starbucks, Jalan Jenderal Gatot Subroto, RW 01, Kuningan Barat, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Fore,-6.1289669,106.6578554,Kabupaten Bogor,cafe,"Fore, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 19120, Indonesia"
Tanpa Nama,-6.1289099,106.6578525,Kabupaten Bogor,cafe,"Twister Jus, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 19120, Indonesia"
Tanpa Nama,-6.2245702,106.822692,Kabupaten Bogor,cafe,"Angel-in-us Coffee, Kav 4-5, Jalan Mega Kuningan Barat X, RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12940, Indonesia"
Tanpa Nama,-6.2256455,106.8232307,Kabupaten Bogor,cafe,"Toebox Coffee, Jalan Mega Kuningan Barat X, RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Tanpa Nama,-6.2254624,106.8243213,Kabupaten Bogor,cafe,"Dirty Milk, Jalan Mega Kuningan Barat X, RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
The People's Cafe,-6.226851,106.8262326,Kabupaten Bogor,cafe,"The People's Cafe, Jalan Mega Kuningan Timur I, RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
